number,key,question,options
,ETHNCMAJMOD_W41,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
,AGEMAJ_W41,"According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
,INTRMAR_W41,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']"
,SSMONEY_W41,"Thinking about what the Social Security system will look like when you are ready to retire, do you think there will be enough money to provide benefits to older Americans?","['Yes, at current levels', 'Yes, but at reduced levels', 'No', 'Refused']"
,SSCUT_W41,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?","['Some reductions in benefits for future retirees will need to be made', 'Social Security benefits should not be reduced in any way', 'Refused']"
,FUTR_ABR_W41,"Thinking again about the year 2050, or 30 years from now, do you think abortion will be","['Legal with no restrictions', 'Legal but with some restrictions', 'Illegal except in certain cases', 'Illegal with no exceptions', 'Refused']"
,FUTR_DIV_W41,"By 2050, do you expect that people who are married will be","['More likely to get divorced than people are now', 'Less likely to get divorced than people are now', 'About as likely to get divorced as people are now', 'Refused']"
,FUTR_M_W41,"By 2050, do you expect that people will be","['More likely to get married than people are now', 'Less likely to get married than people are now', 'About as likely to get married as people are now', 'Refused']"
,FUTR_K_W41,"By 2050, do you expect that people will be","['More likely to have children than people are now', 'Less likely to have children than people are now', 'About as likely to have children as people are now', 'Refused']"
,SOLVPROBa_W41,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBb_W41,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBc_W41,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBdF1_W41,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBeF2_W41,"In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBf_W41,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBg_W41,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBh_W41,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,SOLVPROBi_W41,"In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']"
,PAST_W42,"Compared with twenty years ago, do you think developments in science have made people's lives","['Better', 'Worse', 'About the same', 'Refused']"
,FUTURE_W42,"Looking ahead to the next twenty years, do you think developments in science will make people's lives","['Better', 'Worse', 'About the same', 'Refused']"
,SC1_W42,"Overall, would you say science has had a mostly positive effect on our society or a mostly negative effect on our society?","['Mostly positive', 'Mostly negative', 'Equal positive and negative effects', 'Refused']"
,CONFa_W42,"How much confidence, if any, do you have in elected officials to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
,CONFb_W42,"How much confidence, if any, do you have in the news media to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
,CONFc_W42,"How much confidence, if any, do you have in the military to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
,CONFd_F1_W42,"How much confidence, if any, do you have in medical scientists to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']"
